household_id,lat,lon,district,season,household_size,uses_piped_water,uses_groundwater_well,uses_tanker,aquifer_id,water_insecurity_index,aquifer_cluster,water_table_depth_m,depletion_rate_m_per_year,tds_mg_per_L,nitrate_mg_per_L
HH00678,27.686745,85.322331,Kathmandu,dry,6,1,1,0,AQ0093,52.82,2,15.06,2.32,388.7,5.62
HH00679,27.682419,85.212472,Lalitpur,dry,3,1,1,1,AQ0341,23.02,0,14.23,0.99,774.14,5.2
HH00680,27.607122,85.429333,Lalitpur,wet,7,1,1,0,AQ0112,12.4,2,12.01,0.88,559.05,4.83
HH00681,27.699595,85.315542,Lalitpur,dry,5,0,0,1,AQ0378,67.07,1,53.24,2.17,865.11,8.12
HH00682,27.710834,85.353125,Kathmandu,wet,4,1,1,0,AQ0345,16.52,2,1.78,1.21,326.27,5.87
HH00683,27.711768,85.236189,Kathmandu,dry,4,1,0,0,AQ0487,35.96,2,9.34,0.93,513.9,5.94
HH00684,27.741406,85.200881,Bhaktapur,wet,5,1,1,1,AQ0031,19.76,2,8.4,0.98,553.54,7.93
HH00685,27.635496,85.263775,Lalitpur,dry,7,0,1,0,AQ0143,46.39,1,30.21,0.98,764.35,5.7
HH00686,27.650445,85.383192,Kathmandu,dry,6,1,0,0,AQ0367,54.78,2,11.5,1.8,475.65,6.53
HH00687,27.762146,85.225791,Kathmandu,wet,4,1,1,0,AQ0298,31.96,0,4.38,1.43,428.1,7.33
HH00688,27.789434,85.436311,Kathmandu,wet,5,1,1,0,AQ0227,32.76,0,7.46,1.7,671.89,3.69
HH00689,27.627187,85.255906,Kathmandu,dry,4,1,0,0,AQ0358,41.01,0,34.84,1.22,589.87,3.2
HH00690,27.69953,85.253194,Lalitpur,wet,8,1,1,1,AQ0250,29.9,0,22.35,1.42,676.17,6.71
HH00691,27.642835,85.247192,Kathmandu,dry,6,1,0,1,AQ0050,77.81,1,35.55,2.73,661.26,7.98
HH00692,27.612015,85.203635,Kathmandu,wet,5,0,1,0,AQ0214,68.51,1,38.87,2.43,745.28,5.46
HH00693,27.665101,85.400669,Lalitpur,wet,4,0,1,0,AQ0380,29.5,0,16.96,1.12,548.12,3.2
HH00694,27.628738,85.427509,Kathmandu,wet,5,1,1,1,AQ0389,21.56,2,39.27,0.37,728.97,4.13
HH00695,27.741987,85.359682,Lalitpur,dry,4,1,0,0,AQ0432,68.29,1,14.15,2.26,568.53,9.6
HH00696,27.706745,85.248932,Lalitpur,wet,3,0,1,0,AQ0269,23.94,0,5.78,0.97,406.55,8.41
HH00697,27.628767,85.274172,Kathmandu,dry,4,1,0,0,AQ0288,61.32,1,29.98,1.71,701.54,8.22
HH00698,27.601848,85.323741,Lalitpur,dry,7,0,1,0,AQ0195,22.66,2,9.94,0.73,488.19,2.42
HH00699,27.761631,85.44813,Lalitpur,wet,5,1,0,1,AQ0254,45.32,2,17.89,1.82,479.77,8.64
HH00700,27.635239,85.264311,Kathmandu,dry,3,1,0,1,AQ0079,71.73,1,45.53,1.67,1289.31,9.87
HH00701,27.721243,85.390228,Kathmandu,wet,7,1,0,1,AQ0475,23.94,2,8.24,1.27,534.86,3.64
HH00702,27.667384,85.314257,Lalitpur,dry,4,0,1,1,AQ0244,30.1,0,3.28,1.97,504.68,5.38
HH00703,27.717097,85.27744,Bhaktapur,wet,4,1,0,0,AQ0091,36.24,1,57.28,0.46,542.58,1.84
HH00704,27.663131,85.318538,Lalitpur,wet,4,1,0,0,AQ0414,15.82,2,24.5,0.21,788.2,3.4
HH00705,27.617388,85.218514,Kathmandu,dry,5,1,1,0,AQ0006,46.68,2,16.32,1.62,648.84,8.75
HH00706,27.64459,85.407659,Lalitpur,dry,5,1,1,0,AQ0281,41.76,2,11.19,1.9,510.78,7.05
HH00707,27.637612,85.263259,Kathmandu,wet,5,1,1,0,AQ0412,48.57,2,2.87,2.48,150.0,4.85
HH00708,27.685604,85.388607,Lalitpur,dry,6,0,1,0,AQ0446,32.55,0,4.93,0.87,162.76,8.35
HH00709,27.731657,85.217771,Lalitpur,wet,4,1,1,1,AQ0150,75.46,1,59.98,2.87,1283.85,9.3
HH00710,27.652761,85.448326,Lalitpur,dry,6,1,1,0,AQ0324,44.24,1,22.38,1.77,722.49,9.04
HH00711,27.602414,85.250184,Bhaktapur,dry,4,0,1,0,AQ0399,44.84,2,14.43,2.0,732.5,6.37
HH00712,27.703787,85.429513,Lalitpur,wet,6,1,1,0,AQ0282,5.37,2,3.4,0.71,469.73,3.71
HH00713,27.721152,85.410463,Lalitpur,wet,5,1,1,1,AQ0191,18.06,2,21.02,1.4,824.25,3.33
HH00714,27.792574,85.451644,Kathmandu,wet,5,1,0,0,AQ0274,27.48,0,7.38,1.16,585.5,3.54
HH00715,27.717894,85.324252,Bhaktapur,wet,5,1,1,0,AQ0073,66.98,1,51.05,3.15,894.65,7.47
HH00716,27.694235,85.389123,Bhaktapur,wet,5,1,0,1,AQ0447,48.13,1,41.06,1.93,839.73,5.89
HH00717,27.71468,85.296385,Kathmandu,dry,3,0,1,0,AQ0318,57.87,1,50.12,2.09,723.64,3.7
HH00718,27.78558,85.247936,Kathmandu,dry,7,0,1,0,AQ0500,32.52,2,5.71,1.01,301.75,4.36
HH00719,27.765676,85.3152,Kathmandu,wet,3,1,1,1,AQ0068,25.57,2,17.35,1.1,700.12,9.29
HH00720,27.664596,85.243095,Lalitpur,dry,3,1,1,0,AQ0304,32.24,2,24.62,0.53,337.6,5.89
HH00721,27.647451,85.455332,Lalitpur,dry,5,1,1,1,AQ0434,41.38,1,16.47,1.97,693.9,5.15
HH00722,27.652527,85.225024,Kathmandu,dry,6,0,1,0,AQ0063,57.23,0,7.19,1.81,198.54,9.32
HH00723,27.700884,85.353195,Bhaktapur,dry,3,0,1,0,AQ0453,44.71,1,58.58,0.62,953.76,1.84
HH00724,27.74881,85.362881,Kathmandu,dry,7,0,1,1,AQ0493,54.5,1,46.14,1.62,750.76,9.39
HH00725,27.700644,85.339901,Lalitpur,wet,8,1,1,1,AQ0134,57.0,1,23.67,2.44,659.31,8.25
HH00726,27.613559,85.372168,Kathmandu,wet,5,1,1,1,AQ0442,31.87,2,22.65,1.83,666.12,4.67
HH00727,27.744716,85.230207,Kathmandu,wet,5,1,1,0,AQ0307,31.35,2,28.15,1.34,580.09,4.88
HH00728,27.761194,85.344305,Kathmandu,wet,6,1,0,0,AQ0268,47.15,1,28.3,1.43,457.74,9.33
HH00729,27.6579,85.274675,Kathmandu,wet,4,1,1,1,AQ0223,6.23,2,23.52,0.42,348.61,1.47
HH00730,27.732825,85.444446,Lalitpur,dry,5,1,1,0,AQ0431,80.04,1,56.56,2.91,747.15,6.11
HH00731,27.685318,85.398139,Lalitpur,wet,7,1,0,0,AQ0126,26.38,0,18.74,0.46,646.87,6.15
HH00732,27.777824,85.452854,Kathmandu,dry,8,1,0,0,AQ0265,52.91,0,13.33,1.97,632.16,5.84
HH00733,27.769045,85.209765,Kathmandu,wet,7,1,0,0,AQ0007,40.5,1,58.51,0.38,729.1,3.19
HH00734,27.705086,85.274135,Kathmandu,dry,4,0,1,0,AQ0413,25.73,2,0.26,0.55,283.47,4.94
HH00735,27.738301,85.25081,Lalitpur,dry,4,1,0,1,AQ0206,15.44,2,22.35,0.35,404.55,2.81
HH00736,27.77667,85.2029,Lalitpur,wet,4,0,1,0,AQ0179,37.98,0,20.43,1.7,482.8,9.71
HH00737,27.699143,85.263005,Kathmandu,wet,4,1,1,1,AQ0468,22.81,2,2.93,1.61,604.49,3.65
HH00738,27.66265,85.376482,Lalitpur,dry,4,0,1,1,AQ0496,36.51,0,28.76,1.31,433.07,4.51
HH00739,27.750733,85.260083,Kathmandu,wet,4,0,0,1,AQ0183,49.55,1,47.28,1.46,934.29,4.17
HH00740,27.644013,85.332341,Bhaktapur,wet,5,0,1,0,AQ0480,23.76,2,4.38,0.76,226.55,7.25
HH00741,27.677706,85.430833,Bhaktapur,wet,6,0,1,0,AQ0443,39.07,0,8.71,1.35,365.62,5.94
HH00742,27.773145,85.380377,Lalitpur,dry,6,0,1,0,AQ0440,55.33,0,11.62,2.08,551.41,8.66
HH00743,27.744884,85.302604,Bhaktapur,dry,6,1,1,1,AQ0406,17.4,2,13.13,0.93,214.89,4.1
HH00744,27.680762,85.296842,Bhaktapur,dry,3,0,1,0,AQ0228,38.27,0,1.11,1.48,268.66,7.89
HH00745,27.642949,85.318491,Bhaktapur,dry,3,1,1,1,AQ0236,21.96,2,4.82,1.47,309.55,4.81
HH00746,27.671194,85.246031,Lalitpur,dry,6,1,0,0,AQ0146,38.22,0,12.65,1.15,542.48,7.9
HH00747,27.656821,85.36484,Kathmandu,dry,5,0,1,0,AQ0058,47.39,1,31.32,1.64,785.32,3.33
HH00748,27.635218,85.29468,Kathmandu,dry,5,1,0,0,AQ0296,36.95,2,17.15,1.62,502.04,2.67
HH00749,27.748667,85.421615,Kathmandu,wet,3,0,1,0,AQ0241,39.49,0,9.06,1.71,321.36,5.64
HH00750,27.650414,85.396704,Lalitpur,wet,4,1,1,0,AQ0345,24.9,2,1.78,1.21,326.27,5.87
HH00751,27.690833,85.358733,Kathmandu,dry,5,0,0,1,AQ0287,30.76,0,36.3,0.32,818.36,4.68
HH00752,27.677172,85.294693,Kathmandu,dry,7,0,1,0,AQ0440,49.32,0,11.62,2.08,551.41,8.66
HH00753,27.796415,85.254582,Kathmandu,wet,7,0,1,0,AQ0163,38.48,2,0.69,2.35,394.4,6.77
HH00754,27.678218,85.401799,Kathmandu,wet,5,1,0,1,AQ0026,30.74,2,5.39,2.08,150.0,4.19
HH00755,27.615996,85.326466,Lalitpur,dry,5,1,0,1,AQ0452,38.03,2,21.2,1.55,505.49,4.44
HH00756,27.617965,85.258435,Bhaktapur,dry,6,1,0,0,AQ0106,63.79,1,14.24,1.93,1105.32,7.15
HH00757,27.718151,85.250745,Lalitpur,wet,5,1,0,1,AQ0240,51.79,1,36.36,1.53,661.78,6.69
HH00758,27.719873,85.243004,Lalitpur,dry,5,0,1,0,AQ0340,34.68,2,17.73,0.84,274.91,8.49
HH00759,27.683752,85.402062,Lalitpur,dry,7,1,0,0,AQ0418,36.77,1,23.37,1.0,569.7,5.37
HH00760,27.686369,85.259537,Kathmandu,dry,6,0,1,0,AQ0332,50.92,1,49.27,1.29,676.76,3.28
HH00761,27.610787,85.336927,Kathmandu,wet,7,1,0,1,AQ0400,72.62,1,51.3,2.38,951.39,2.72
HH00762,27.703309,85.317402,Bhaktapur,wet,4,1,1,1,AQ0379,37.53,2,14.81,1.56,544.14,5.88
HH00763,27.700948,85.350699,Kathmandu,wet,5,0,1,0,AQ0042,31.35,2,20.61,1.06,181.38,1.53
HH00764,27.62991,85.42806,Kathmandu,wet,6,1,1,0,AQ0133,32.43,1,29.67,1.35,607.47,2.86
HH00765,27.620768,85.425614,Lalitpur,dry,3,0,0,1,AQ0317,41.27,0,10.26,1.64,484.28,7.48
HH00766,27.624714,85.31728,Kathmandu,wet,6,1,1,1,AQ0044,45.16,2,9.88,2.01,150.0,6.63
HH00767,27.620206,85.203995,Kathmandu,dry,4,1,1,1,AQ0035,25.41,2,17.02,1.29,471.45,1.63
HH00768,27.721942,85.310875,Kathmandu,wet,6,0,0,1,AQ0364,33.8,2,18.3,1.47,263.41,2.36
HH00769,27.639297,85.35761,Kathmandu,wet,5,0,1,1,AQ0347,29.35,0,24.34,0.37,745.19,5.54
HH00770,27.650286,85.345019,Kathmandu,dry,4,0,1,1,AQ0384,21.78,2,16.34,0.99,770.71,6.9
HH00771,27.634714,85.369347,Kathmandu,dry,5,1,1,0,AQ0001,28.85,0,20.05,1.39,281.06,1.51
HH00772,27.791567,85.24006,Lalitpur,wet,5,0,1,0,AQ0226,24.61,2,23.36,0.93,584.31,3.89
HH00773,27.770923,85.368099,Bhaktapur,dry,5,1,0,1,AQ0299,19.54,2,5.97,0.57,150.0,3.71
HH00774,27.646099,85.247489,Kathmandu,dry,4,1,1,0,AQ0288,46.34,1,29.98,1.71,701.54,8.22
HH00775,27.665513,85.395136,Bhaktapur,dry,7,1,1,0,AQ0236,21.59,2,4.82,1.47,309.55,4.81
HH00776,27.641979,85.288163,Kathmandu,dry,5,1,1,0,AQ0359,26.31,0,4.15,1.18,356.79,6.3
HH00777,27.698375,85.384573,Kathmandu,wet,5,1,1,0,AQ0447,52.13,1,41.06,1.93,839.73,5.89
HH00778,27.603922,85.212445,Kathmandu,dry,3,1,0,0,AQ0033,50.45,1,22.27,2.31,693.84,3.65
HH00779,27.734274,85.306044,Lalitpur,dry,7,1,0,0,AQ0095,72.3,1,31.42,2.53,817.58,7.41
HH00780,27.704632,85.383309,Kathmandu,wet,4,1,1,1,AQ0205,31.84,1,57.04,0.7,848.09,1.87
HH00781,27.779728,85.258986,Lalitpur,wet,5,1,1,1,AQ0109,23.95,0,23.32,1.39,285.63,1.83
HH00782,27.632879,85.406775,Lalitpur,dry,6,0,1,0,AQ0322,26.61,2,10.34,0.99,445.04,3.87
HH00783,27.760822,85.364003,Lalitpur,wet,4,1,0,0,AQ0030,37.6,2,28.63,0.97,465.8,5.48
HH00784,27.758392,85.352766,Lalitpur,wet,5,1,1,0,AQ0266,12.51,0,8.9,0.59,150.0,4.92
HH00785,27.625436,85.291923,Bhaktapur,dry,4,0,1,1,AQ0023,21.33,0,8.18,1.25,360.12,4.61
HH00786,27.679712,85.325437,Kathmandu,wet,6,0,1,1,AQ0097,17.43,2,7.29,1.52,468.4,3.51
HH00787,27.634031,85.355311,Kathmandu,wet,5,1,1,0,AQ0039,26.3,2,17.5,1.0,647.53,5.81
HH00788,27.650944,85.32284,Lalitpur,dry,7,1,0,0,AQ0173,48.04,0,7.3,1.49,598.94,5.83
HH00789,27.652649,85.381561,Lalitpur,dry,7,1,1,1,AQ0248,32.89,2,11.46,1.77,501.95,3.86
HH00790,27.711247,85.312761,Kathmandu,wet,5,0,1,0,AQ0379,47.02,2,14.81,1.56,544.14,5.88
HH00791,27.682282,85.252591,Kathmandu,dry,6,1,0,0,AQ0413,20.39,2,0.26,0.55,283.47,4.94
HH00792,27.789547,85.255623,Kathmandu,dry,5,1,0,0,AQ0414,20.76,2,24.5,0.21,788.2,3.4
HH00793,27.625274,85.201509,Kathmandu,dry,4,1,1,0,AQ0162,30.13,2,32.07,0.35,697.95,3.03
HH00794,27.794738,85.278249,Kathmandu,wet,5,0,1,1,AQ0180,30.93,1,25.96,1.62,632.11,3.31
HH00795,27.646128,85.394719,Bhaktapur,wet,7,0,0,1,AQ0103,13.8,0,6.26,0.87,449.1,4.98
HH00796,27.754575,85.406482,Lalitpur,wet,4,1,1,0,AQ0209,39.46,1,19.77,2.09,585.62,4.89
HH00797,27.667794,85.252642,Kathmandu,dry,4,1,1,0,AQ0022,38.78,2,4.8,2.12,601.74,8.56
HH00798,27.628616,85.449351,Lalitpur,dry,4,0,1,0,AQ0005,40.04,2,22.64,1.5,733.92,2.39
HH00799,27.771578,85.330625,Bhaktapur,dry,4,0,0,1,AQ0139,10.17,0,3.06,0.5,557.3,4.63
HH00800,27.661772,85.438414,Kathmandu,dry,3,1,1,0,AQ0214,62.91,1,38.87,2.43,745.28,5.46
HH00801,27.731771,85.383759,Kathmandu,dry,5,0,1,1,AQ0160,52.62,1,54.99,1.48,794.17,3.88
HH00802,27.713289,85.387833,Lalitpur,wet,5,0,1,0,AQ0408,44.16,2,9.09,2.23,378.8,3.03
HH00803,27.694351,85.222111,Lalitpur,dry,5,1,0,0,AQ0395,48.59,1,44.96,1.12,517.42,5.64
HH00804,27.699164,85.257198,Kathmandu,dry,4,1,1,0,AQ0139,3.76,0,3.06,0.5,557.3,4.63
HH00805,27.746448,85.202292,Bhaktapur,dry,5,1,0,1,AQ0145,49.63,0,19.49,1.86,766.85,9.0
HH00806,27.617555,85.386193,Kathmandu,wet,7,1,0,0,AQ0160,51.3,1,54.99,1.48,794.17,3.88
HH00807,27.733636,85.289554,Kathmandu,dry,8,1,1,0,AQ0083,42.59,0,24.24,1.25,506.66,6.52
HH00808,27.779162,85.40453,Kathmandu,wet,5,1,0,0,AQ0155,25.81,2,2.7,1.47,346.1,1.14
HH00809,27.611558,85.288123,Kathmandu,wet,3,1,1,0,AQ0288,41.79,1,29.98,1.71,701.54,8.22
HH00810,27.628131,85.413027,Lalitpur,dry,8,1,1,0,AQ0317,46.1,0,10.26,1.64,484.28,7.48
HH00811,27.743326,85.233982,Bhaktapur,dry,6,1,0,0,AQ0281,53.03,2,11.19,1.9,510.78,7.05
HH00812,27.687456,85.245077,Kathmandu,wet,4,1,0,1,AQ0064,28.98,2,11.63,1.45,634.79,3.69
HH00813,27.68071,85.288628,Bhaktapur,dry,3,1,1,0,AQ0192,43.85,1,33.39,1.43,988.23,9.89
HH00814,27.627393,85.306207,Bhaktapur,wet,3,0,0,1,AQ0156,22.13,2,2.2,1.07,304.06,5.0
HH00815,27.701354,85.290663,Kathmandu,wet,4,1,1,0,AQ0424,23.45,0,8.12,1.33,900.75,3.29
HH00816,27.625309,85.398548,Lalitpur,wet,3,1,1,0,AQ0500,17.37,2,5.71,1.01,301.75,4.36
HH00817,27.695324,85.225207,Kathmandu,dry,7,1,0,1,AQ0091,32.37,1,57.28,0.46,542.58,1.84
HH00818,27.752723,85.291316,Lalitpur,dry,5,1,0,0,AQ0142,46.48,2,9.1,1.83,150.0,9.49
HH00819,27.651653,85.417682,Kathmandu,dry,5,1,1,0,AQ0042,38.68,2,20.61,1.06,181.38,1.53
HH00820,27.696157,85.217367,Lalitpur,dry,6,1,1,1,AQ0249,24.76,1,26.53,0.79,544.51,5.07
HH00821,27.798403,85.445009,Kathmandu,wet,6,0,1,0,AQ0295,40.43,2,2.75,1.24,714.48,6.14
HH00822,27.73733,85.456442,Bhaktapur,wet,7,0,1,0,AQ0258,45.67,0,23.16,1.29,545.82,4.35
HH00823,27.768271,85.223028,Bhaktapur,dry,8,1,0,0,AQ0337,44.83,2,23.45,1.13,620.86,3.85
HH00824,27.68297,85.275731,Kathmandu,wet,4,1,1,1,AQ0001,15.64,0,20.05,1.39,281.06,1.51
HH00825,27.753572,85.296824,Kathmandu,dry,8,1,1,1,AQ0109,33.93,0,23.32,1.39,285.63,1.83
HH00826,27.608102,85.401862,Kathmandu,dry,6,1,1,1,AQ0416,45.63,0,26.13,1.94,596.47,3.89
HH00827,27.624582,85.354941,Lalitpur,dry,3,1,1,0,AQ0467,14.4,0,9.05,1.1,398.66,4.8
HH00828,27.640614,85.367535,Kathmandu,wet,5,0,1,0,AQ0125,33.65,0,7.74,1.56,515.29,3.31
HH00829,27.68039,85.396953,Lalitpur,wet,5,1,1,0,AQ0064,26.1,2,11.63,1.45,634.79,3.69
HH00830,27.769149,85.230675,Kathmandu,dry,7,1,1,1,AQ0206,14.58,2,22.35,0.35,404.55,2.81
HH00831,27.669253,85.416634,Kathmandu,wet,4,1,1,1,AQ0415,65.9,1,58.08,2.86,1026.23,7.11
HH00832,27.730924,85.383461,Kathmandu,dry,5,1,1,1,AQ0442,44.07,2,22.65,1.83,666.12,4.67
HH00833,27.741863,85.350109,Kathmandu,wet,3,1,1,0,AQ0338,34.55,2,4.73,2.22,520.08,4.95
HH00834,27.717236,85.431331,Lalitpur,wet,4,0,0,1,AQ0244,38.87,0,3.28,1.97,504.68,5.38
HH00835,27.671448,85.38208,Bhaktapur,wet,3,1,1,0,AQ0078,57.88,1,31.41,2.7,696.44,5.24
HH00836,27.715411,85.252442,Kathmandu,wet,5,1,1,0,AQ0111,16.16,2,5.8,0.64,350.04,5.11
HH00837,27.668453,85.311734,Lalitpur,dry,6,0,1,0,AQ0142,39.46,2,9.1,1.83,150.0,9.49
HH00838,27.616775,85.328451,Kathmandu,wet,4,0,0,1,AQ0216,38.02,2,3.26,1.43,337.08,6.76
HH00839,27.798561,85.214357,Lalitpur,wet,5,0,1,0,AQ0453,38.39,1,58.58,0.62,953.76,1.84
HH00840,27.625436,85.448206,Kathmandu,wet,4,0,1,0,AQ0016,34.11,2,23.57,1.07,587.83,2.34
HH00841,27.61447,85.23343,Lalitpur,wet,3,0,1,1,AQ0453,27.03,1,58.58,0.62,953.76,1.84
HH00842,27.775706,85.38134,Bhaktapur,wet,5,1,1,0,AQ0054,18.89,0,5.15,1.19,457.23,3.88
HH00843,27.660367,85.33162,Kathmandu,wet,3,1,1,0,AQ0141,43.62,1,17.34,2.09,909.1,8.1
HH00844,27.730059,85.206664,Lalitpur,dry,5,0,1,0,AQ0380,38.44,0,16.96,1.12,548.12,3.2
HH00845,27.665801,85.440434,Kathmandu,dry,3,1,1,0,AQ0336,38.6,2,20.98,0.81,416.52,5.74
HH00846,27.678291,85.421478,Kathmandu,dry,3,1,0,1,AQ0079,61.07,1,45.53,1.67,1289.31,9.87
HH00847,27.652423,85.336307,Kathmandu,dry,5,0,1,1,AQ0415,81.26,1,58.08,2.86,1026.23,7.11
HH00848,27.668609,85.259525,Kathmandu,wet,5,1,0,0,AQ0453,36.07,1,58.58,0.62,953.76,1.84
HH00849,27.68214,85.231622,Kathmandu,dry,3,0,1,0,AQ0149,51.48,1,37.43,2.05,554.55,4.14
HH00850,27.744083,85.294482,Kathmandu,dry,5,1,1,0,AQ0127,41.04,2,2.02,1.12,182.3,7.39
HH00851,27.702307,85.266411,Kathmandu,wet,6,1,0,0,AQ0158,14.06,0,13.74,0.74,351.89,1.73
HH00852,27.788713,85.33174,Kathmandu,dry,6,1,0,1,AQ0279,47.44,2,17.11,0.93,150.0,9.62
HH00853,27.608376,85.451266,Lalitpur,wet,3,1,1,0,AQ0038,37.09,1,23.9,1.33,429.05,8.87
HH00854,27.700614,85.349488,Bhaktapur,wet,5,0,1,1,AQ0157,22.32,0,23.06,0.88,404.2,4.13
HH00855,27.716845,85.431382,Kathmandu,dry,5,0,1,0,AQ0333,73.46,1,50.12,2.51,496.87,8.32
HH00856,27.784039,85.369228,Kathmandu,wet,3,0,1,1,AQ0288,42.44,1,29.98,1.71,701.54,8.22
HH00857,27.609832,85.323564,Kathmandu,wet,7,1,1,0,AQ0112,17.39,2,12.01,0.88,559.05,4.83
HH00858,27.7147,85.422198,Bhaktapur,wet,7,1,0,0,AQ0190,47.64,0,5.07,1.68,451.18,5.33
HH00859,27.770726,85.322556,Lalitpur,wet,7,1,0,0,AQ0106,60.23,1,14.24,1.93,1105.32,7.15
HH00860,27.648386,85.425843,Kathmandu,wet,6,1,1,0,AQ0091,39.75,1,57.28,0.46,542.58,1.84
HH00861,27.775258,85.27581,Kathmandu,dry,6,0,1,0,AQ0354,31.6,2,9.4,0.79,188.54,7.1
HH00862,27.603809,85.233491,Kathmandu,dry,5,0,1,1,AQ0301,24.76,2,3.1,1.3,150.0,1.55
HH00863,27.746491,85.422382,Kathmandu,dry,5,1,1,0,AQ0049,31.29,0,8.96,1.62,151.72,2.45
HH00864,27.786623,85.352728,Bhaktapur,wet,6,0,1,1,AQ0161,50.91,1,32.55,2.0,995.73,7.22
HH00865,27.73144,85.431164,Bhaktapur,dry,5,1,0,1,AQ0004,22.4,2,2.69,1.08,609.6,6.56
HH00866,27.687806,85.443835,Kathmandu,dry,4,0,1,1,AQ0402,24.06,2,10.72,0.44,512.2,5.27
HH00867,27.608976,85.213943,Lalitpur,wet,4,0,1,1,AQ0198,43.59,2,17.36,1.98,574.46,6.65
HH00868,27.784023,85.330252,Kathmandu,dry,7,1,1,0,AQ0320,39.55,2,12.98,1.82,472.43,4.25
HH00869,27.694059,85.297491,Kathmandu,dry,3,1,1,0,AQ0412,41.15,2,2.87,2.48,150.0,4.85
HH00870,27.605799,85.362723,Bhaktapur,dry,5,1,1,0,AQ0364,32.14,2,18.3,1.47,263.41,2.36
HH00871,27.737964,85.406334,Lalitpur,wet,8,0,0,1,AQ0377,50.24,1,13.42,1.93,565.09,6.03
HH00872,27.696367,85.272953,Kathmandu,wet,6,1,1,0,AQ0442,42.59,2,22.65,1.83,666.12,4.67
HH00873,27.624869,85.344768,Kathmandu,dry,8,1,0,0,AQ0475,40.66,2,8.24,1.27,534.86,3.64
HH00874,27.642854,85.384269,Bhaktapur,dry,5,1,1,0,AQ0254,53.89,2,17.89,1.82,479.77,8.64
HH00875,27.612898,85.234952,Lalitpur,dry,3,1,1,0,AQ0090,17.8,2,15.0,0.59,150.0,5.53
HH00876,27.714859,85.411657,Kathmandu,dry,6,1,0,0,AQ0312,53.71,0,29.64,2.28,478.12,4.65
HH00877,27.724406,85.357588,Kathmandu,dry,4,1,1,0,AQ0020,18.33,2,2.27,1.43,600.75,1.25
HH00878,27.701148,85.44688,Kathmandu,wet,4,1,0,0,AQ0077,6.15,2,6.49,0.31,361.35,4.69
HH00879,27.76342,85.288278,Bhaktapur,dry,4,0,0,1,AQ0220,50.77,0,8.0,2.33,576.01,7.04
HH00880,27.772202,85.228118,Lalitpur,wet,4,1,1,0,AQ0162,19.97,2,32.07,0.35,697.95,3.03
HH00881,27.723125,85.33169,Kathmandu,dry,4,1,1,0,AQ0497,29.86,2,3.48,0.92,366.65,7.27
HH00882,27.602551,85.222311,Lalitpur,dry,4,0,1,1,AQ0343,30.15,1,30.63,1.02,550.52,4.44
HH00883,27.739046,85.452077,Lalitpur,wet,5,0,0,1,AQ0394,49.84,2,11.85,2.07,389.43,6.01
HH00884,27.6836,85.210058,Kathmandu,dry,6,1,1,0,AQ0115,39.31,2,10.45,1.08,796.94,7.42
HH00885,27.713111,85.395911,Kathmandu,wet,4,1,1,0,AQ0094,45.63,1,15.32,2.45,744.58,9.57
HH00886,27.729816,85.336527,Lalitpur,wet,4,1,1,0,AQ0406,15.61,2,13.13,0.93,214.89,4.1
HH00887,27.670047,85.295841,Lalitpur,wet,5,0,1,0,AQ0133,38.42,1,29.67,1.35,607.47,2.86
HH00888,27.78342,85.217119,Lalitpur,wet,5,1,0,0,AQ0172,15.62,0,0.69,0.91,150.0,7.3
HH00889,27.626795,85.361763,Bhaktapur,wet,7,1,1,0,AQ0114,33.83,2,20.35,1.34,444.75,3.69
HH00890,27.734302,85.352157,Kathmandu,wet,3,1,1,0,AQ0009,35.43,1,51.45,1.43,817.6,3.73
HH00891,27.600872,85.27303,Kathmandu,dry,7,0,0,1,AQ0299,26.48,2,5.97,0.57,150.0,3.71
HH00892,27.78493,85.436658,Bhaktapur,dry,5,1,1,1,AQ0260,59.5,1,50.53,2.11,687.29,5.9
HH00893,27.622501,85.279069,Kathmandu,dry,5,1,1,0,AQ0170,22.55,2,4.6,1.32,290.53,3.69
HH00894,27.618977,85.316929,Lalitpur,wet,3,1,1,0,AQ0321,10.29,2,10.07,1.01,652.59,4.47
HH00895,27.666602,85.341378,Lalitpur,dry,4,1,0,0,AQ0098,28.86,2,14.71,0.82,409.34,4.43
HH00896,27.674713,85.22606,Lalitpur,dry,4,1,1,0,AQ0169,26.41,0,2.57,0.93,454.95,6.0
HH00897,27.64286,85.442362,Kathmandu,wet,4,1,1,0,AQ0448,15.65,0,15.86,0.9,675.62,4.67
HH00898,27.717024,85.297379,Lalitpur,dry,5,0,0,1,AQ0311,70.46,1,42.75,2.14,869.43,2.63
HH00899,27.688583,85.221003,Bhaktapur,wet,6,0,1,0,AQ0218,20.58,0,8.42,0.78,501.04,4.47
HH00900,27.606835,85.300696,Lalitpur,dry,6,1,1,1,AQ0402,18.39,2,10.72,0.44,512.2,5.27
HH00901,27.66393,85.356053,Kathmandu,wet,5,1,1,0,AQ0400,59.0,1,51.3,2.38,951.39,2.72
HH00902,27.762087,85.33355,Kathmandu,wet,5,0,1,1,AQ0343,25.21,1,30.63,1.02,550.52,4.44
HH00903,27.73794,85.380581,Kathmandu,dry,4,1,1,1,AQ0430,31.97,0,4.77,2.07,338.48,9.49
