aquifer_id,lat,lon,district,well_type,season,land_use,well_depth_m,water_table_depth_m,aquifer_thickness_m,transmissivity_m2_per_day,hydraulic_conductivity_m_per_day,tds_mg_per_L,nitrate_mg_per_L,fluoride_mg_per_L,pH,depletion_rate_m_per_year,years_depleting,aquifer_cluster,cluster_name
AQ0476,27.8,85.27,Lalitpur,dug,dry,urban,8.62,9.06,26.77,413.46,15.44,150.0,7.94,0.25,7.38,1.89,5,2,Moderate Stress
AQ0477,27.61,85.35,Bhaktapur,shallow_tube,wet,peri-urban,96.4,10.62,23.83,118.94,4.99,236.02,1.26,0.11,7.87,1.13,11,2,Moderate Stress
AQ0478,27.71,85.21,Lalitpur,deep_tube,dry,urban,164.31,34.79,21.1,161.64,7.66,304.26,8.82,0.23,6.29,2.69,14,1,Critical Depletion Zone
AQ0479,27.79,85.33,Lalitpur,dug,wet,peri-urban,6.42,0.7,31.72,32.69,1.03,480.9,1.99,0.83,6.67,1.22,3,2,Moderate Stress
AQ0480,27.7,85.36,Kathmandu,dug,dry,agriculture,5.81,4.38,30.9,70.13,2.27,226.55,7.25,0.53,7.98,0.76,5,2,Moderate Stress
AQ0481,27.73,85.29,Bhaktapur,shallow_tube,wet,urban,22.14,21.14,12.27,399.84,32.6,862.52,4.82,0.48,6.22,2.3,14,0,Moderate Stress
AQ0482,27.74,85.4,Kathmandu,dug,dry,urban,7.01,8.1,26.23,231.76,8.84,670.13,7.78,0.54,6.6,1.7,3,2,Moderate Stress
AQ0483,27.69,85.23,Lalitpur,deep_tube,dry,peri-urban,133.24,16.56,29.91,671.31,22.45,185.5,2.6,0.34,8.12,0.92,11,0,Moderate Stress
AQ0484,27.73,85.22,Kathmandu,deep_tube,wet,peri-urban,210.56,16.66,30.66,862.58,28.13,150.0,5.53,0.73,7.43,0.99,10,0,Moderate Stress
AQ0485,27.72,85.39,Kathmandu,shallow_tube,wet,urban,61.65,20.8,14.45,271.82,18.8,678.05,3.01,0.48,6.72,2.07,11,2,Moderate Stress
AQ0486,27.78,85.33,Kathmandu,shallow_tube,dry,agriculture,62.54,23.4,38.4,228.56,5.95,465.13,3.07,0.11,6.33,1.16,7,2,Moderate Stress
AQ0487,27.61,85.38,Kathmandu,deep_tube,wet,urban,142.59,9.34,6.13,150.54,24.54,513.9,5.94,0.12,6.26,0.93,13,2,Moderate Stress
AQ0488,27.66,85.31,Lalitpur,deep_tube,dry,urban,106.24,29.2,20.97,427.91,20.41,595.47,2.66,0.49,6.69,0.89,1,2,Moderate Stress
AQ0489,27.79,85.26,Kathmandu,deep_tube,dry,peri-urban,103.81,22.9,40.11,988.45,24.64,150.0,1.98,0.84,7.96,1.43,9,0,Moderate Stress
AQ0490,27.78,85.41,Kathmandu,deep_tube,wet,peri-urban,150.8,52.76,30.38,786.37,25.89,281.49,5.72,0.28,7.03,0.94,9,1,Critical Depletion Zone
AQ0491,27.69,85.41,Kathmandu,deep_tube,wet,urban,110.15,8.68,16.75,545.09,32.54,532.11,9.81,0.78,7.64,1.85,5,0,Moderate Stress
AQ0492,27.72,85.38,Kathmandu,shallow_tube,wet,peri-urban,63.83,6.86,36.27,708.96,19.55,156.25,2.88,0.69,8.04,0.88,9,0,Moderate Stress
AQ0493,27.66,85.27,Kathmandu,deep_tube,dry,urban,205.72,46.14,30.53,367.81,12.05,750.76,9.39,0.23,7.02,1.62,10,1,Critical Depletion Zone
AQ0494,27.64,85.35,Kathmandu,shallow_tube,wet,urban,89.23,3.18,40.83,896.93,21.97,570.97,6.36,0.04,6.58,2.07,13,0,Moderate Stress
AQ0495,27.69,85.29,Lalitpur,deep_tube,dry,urban,179.09,31.58,38.08,122.34,3.21,950.51,4.16,0.1,7.23,1.71,6,1,Critical Depletion Zone
AQ0496,27.67,85.22,Lalitpur,deep_tube,wet,peri-urban,125.35,28.76,32.45,974.16,30.02,433.07,4.51,0.66,8.02,1.31,5,0,Moderate Stress
AQ0497,27.72,85.44,Lalitpur,dug,dry,urban,9.04,3.48,26.97,131.06,4.86,366.65,7.27,0.19,7.81,0.92,13,2,Moderate Stress
AQ0498,27.62,85.24,Kathmandu,shallow_tube,dry,urban,89.52,11.08,10.99,127.52,11.6,610.78,9.91,0.34,6.33,2.3,3,2,Moderate Stress
AQ0499,27.79,85.45,Kathmandu,shallow_tube,dry,urban,26.09,14.19,16.76,458.82,27.38,270.5,4.12,0.46,7.59,1.24,11,0,Moderate Stress
AQ0500,27.8,85.32,Bhaktapur,shallow_tube,wet,peri-urban,75.84,5.71,23.86,484.66,20.31,301.75,4.36,0.66,7.34,1.01,11,2,Moderate Stress
