household_id,lat,lon,district,season,household_size,uses_piped_water,uses_groundwater_well,uses_tanker,aquifer_id,water_insecurity_index
HH00966,27.64915,85.257855,Bhaktapur,wet,3,0,0,1,AQ0109,32.91
HH00967,27.715392,85.459915,Kathmandu,wet,4,1,1,0,AQ0135,23.13
HH00968,27.654909,85.244596,Kathmandu,dry,8,1,0,1,AQ0428,52.49
HH00969,27.764819,85.400602,Bhaktapur,wet,3,0,1,0,AQ0343,36.1
HH00970,27.601065,85.258087,Lalitpur,dry,5,1,0,1,AQ0238,39.96
HH00971,27.712964,85.22102,Kathmandu,wet,8,0,1,1,AQ0155,27.05
HH00972,27.667841,85.427483,Kathmandu,dry,8,1,1,1,AQ0426,20.39
HH00973,27.664537,85.423275,Lalitpur,dry,5,1,0,0,AQ0329,62.45
HH00974,27.728981,85.304928,Bhaktapur,dry,4,0,1,1,AQ0492,13.62
HH00975,27.770297,85.382623,Bhaktapur,dry,4,1,0,1,AQ0056,16.78
HH00976,27.721839,85.344837,Kathmandu,dry,7,0,1,1,AQ0387,55.17
HH00977,27.770635,85.421769,Bhaktapur,wet,7,1,1,0,AQ0382,23.28
HH00978,27.652919,85.281915,Kathmandu,dry,5,1,0,0,AQ0397,31.76
HH00979,27.7039,85.336155,Kathmandu,dry,6,1,0,1,AQ0198,52.22
HH00980,27.690107,85.326197,Bhaktapur,dry,6,1,0,0,AQ0315,30.84
HH00981,27.602329,85.292016,Kathmandu,wet,5,1,1,0,AQ0038,29.76
HH00982,27.711362,85.431778,Kathmandu,wet,6,0,1,0,AQ0341,37.08
HH00983,27.732305,85.243128,Kathmandu,dry,5,1,0,0,AQ0339,39.84
HH00984,27.718383,85.238872,Kathmandu,wet,5,1,1,1,AQ0217,29.09
HH00985,27.747256,85.349996,Lalitpur,wet,4,1,1,0,AQ0231,3.29
HH00986,27.714268,85.370948,Lalitpur,wet,6,0,1,0,AQ0452,41.94
HH00987,27.61335,85.250601,Kathmandu,dry,5,1,1,0,AQ0342,24.52
HH00988,27.623289,85.301587,Lalitpur,dry,4,1,0,0,AQ0453,40.01
HH00989,27.719295,85.446107,Bhaktapur,wet,6,1,1,0,AQ0257,32.7
HH00990,27.654996,85.264121,Bhaktapur,wet,5,1,0,1,AQ0434,44.66
HH00991,27.615929,85.373774,Kathmandu,wet,7,0,1,0,AQ0209,47.0
HH00992,27.685921,85.392439,Bhaktapur,wet,4,1,1,0,AQ0201,24.12
HH00993,27.710865,85.316513,Lalitpur,dry,5,1,0,0,AQ0137,36.26
HH00994,27.665749,85.443757,Kathmandu,dry,4,1,0,0,AQ0128,79.93
HH00995,27.744087,85.391531,Kathmandu,wet,7,1,1,0,AQ0053,11.37
HH00996,27.728754,85.31906,Kathmandu,dry,3,1,1,1,AQ0344,28.81
HH00997,27.666564,85.348027,Lalitpur,dry,5,1,1,0,AQ0394,44.68
HH00998,27.750975,85.380079,Kathmandu,wet,6,1,0,1,AQ0084,52.73
HH00999,27.729739,85.353969,Lalitpur,wet,4,1,1,0,AQ0209,41.8
HH01000,27.727489,85.428461,Kathmandu,dry,8,1,1,0,AQ0333,76.44
HH01001,27.710686,85.292791,Bhaktapur,wet,7,1,1,0,AQ0285,46.98
HH01002,27.602278,85.27797,Kathmandu,dry,4,1,1,0,AQ0036,17.55
HH01003,27.739301,85.255598,Bhaktapur,wet,3,0,1,1,AQ0215,39.18
HH01004,27.675208,85.209824,Bhaktapur,dry,4,1,0,0,AQ0027,45.32
HH01005,27.788522,85.211184,Kathmandu,dry,4,0,1,0,AQ0146,38.94
HH01006,27.763597,85.426214,Kathmandu,dry,7,1,1,0,AQ0018,46.89
HH01007,27.717539,85.376382,Kathmandu,dry,8,0,1,0,AQ0118,82.76
HH01008,27.650436,85.371738,Bhaktapur,dry,3,0,1,1,AQ0137,33.0
HH01009,27.640743,85.359807,Lalitpur,dry,5,1,1,0,AQ0067,56.06
HH01010,27.668077,85.420797,Kathmandu,wet,5,1,0,1,AQ0391,34.83
HH01011,27.695314,85.324869,Kathmandu,wet,3,0,1,0,AQ0314,27.26
HH01012,27.659213,85.426307,Kathmandu,dry,4,1,1,1,AQ0463,33.28
HH01013,27.702986,85.293456,Bhaktapur,dry,4,1,1,1,AQ0030,31.68
HH01014,27.633074,85.440944,Lalitpur,wet,5,1,1,0,AQ0073,64.17
HH01015,27.795543,85.381651,Bhaktapur,wet,5,0,1,0,AQ0123,32.56
HH01016,27.621585,85.266866,Kathmandu,dry,6,1,1,1,AQ0445,24.5
HH01017,27.786389,85.346662,Kathmandu,wet,3,1,1,0,AQ0489,24.34
HH01018,27.782716,85.338588,Bhaktapur,wet,6,1,1,1,AQ0475,19.99
HH01019,27.705072,85.235854,Kathmandu,dry,5,1,0,1,AQ0228,36.94
HH01020,27.744982,85.353723,Bhaktapur,dry,7,0,1,0,AQ0338,36.99
HH01021,27.68721,85.281844,Kathmandu,wet,4,1,0,0,AQ0479,21.02
HH01022,27.726007,85.213611,Kathmandu,wet,7,1,1,0,AQ0273,12.6
HH01023,27.668115,85.446651,Lalitpur,wet,7,1,1,0,AQ0246,10.06
HH01024,27.660232,85.366787,Bhaktapur,wet,4,1,1,0,AQ0437,16.88
HH01025,27.715646,85.427999,Bhaktapur,dry,4,1,1,0,AQ0390,19.34
HH01026,27.699626,85.375775,Kathmandu,dry,7,1,0,0,AQ0039,40.81
HH01027,27.715907,85.292816,Kathmandu,wet,6,0,1,0,AQ0409,45.79
HH01028,27.657332,85.333299,Lalitpur,wet,7,1,1,1,AQ0170,20.88
HH01029,27.673392,85.375694,Lalitpur,wet,6,1,1,0,AQ0426,18.93
HH01030,27.61678,85.449666,Lalitpur,dry,5,0,1,1,AQ0315,31.39
HH01031,27.610455,85.265954,Kathmandu,wet,3,0,0,1,AQ0102,41.56
HH01032,27.650691,85.427494,Bhaktapur,dry,4,0,1,0,AQ0294,66.72
HH01033,27.614849,85.44026,Lalitpur,dry,8,1,0,0,AQ0415,93.92
HH01034,27.620755,85.374308,Bhaktapur,dry,4,0,1,0,AQ0243,50.72
HH01035,27.762586,85.442129,Lalitpur,dry,3,0,1,0,AQ0157,35.52
HH01036,27.607775,85.303448,Kathmandu,wet,6,1,1,0,AQ0360,73.08
HH01037,27.731789,85.447784,Bhaktapur,dry,6,1,1,0,AQ0265,46.07
HH01038,27.654512,85.382724,Lalitpur,wet,4,1,0,0,AQ0257,23.91
HH01039,27.774309,85.210921,Bhaktapur,dry,4,0,1,0,AQ0464,32.23
HH01040,27.696998,85.435787,Bhaktapur,wet,5,0,1,0,AQ0358,29.62
HH01041,27.661115,85.325963,Lalitpur,dry,3,1,0,1,AQ0343,32.61
HH01042,27.703528,85.319685,Lalitpur,wet,6,0,1,0,AQ0123,40.14
HH01043,27.676392,85.347281,Kathmandu,dry,4,1,1,1,AQ0456,24.0
HH01044,27.71286,85.23884,Kathmandu,wet,7,1,0,1,AQ0047,33.42
HH01045,27.622907,85.321983,Kathmandu,dry,6,1,0,0,AQ0332,53.99
HH01046,27.799398,85.416093,Kathmandu,wet,5,0,1,0,AQ0010,21.56
HH01047,27.685111,85.204025,Kathmandu,wet,4,1,1,1,AQ0144,24.79
HH01048,27.669646,85.270958,Kathmandu,dry,5,1,1,0,AQ0431,73.29
HH01049,27.742042,85.200638,Kathmandu,dry,4,1,1,0,AQ0299,5.44
HH01050,27.67278,85.308085,Kathmandu,wet,4,1,1,0,AQ0152,24.25
HH01051,27.766655,85.389362,Kathmandu,dry,6,1,0,0,AQ0487,34.77
HH01052,27.690854,85.407681,Kathmandu,dry,5,1,0,0,AQ0136,24.02
HH01053,27.743912,85.445749,Lalitpur,dry,6,0,0,1,AQ0075,38.15
HH01054,27.621491,85.358211,Lalitpur,wet,3,0,0,1,AQ0361,38.92
HH01055,27.769224,85.266203,Kathmandu,wet,3,0,1,0,AQ0026,30.91
HH01056,27.747144,85.440278,Lalitpur,dry,8,1,1,1,AQ0007,33.06
HH01057,27.642343,85.401582,Bhaktapur,wet,5,0,1,0,AQ0079,65.27
HH01058,27.629057,85.349351,Kathmandu,dry,5,0,1,1,AQ0015,44.39
HH01059,27.663258,85.380866,Lalitpur,wet,5,1,1,0,AQ0432,57.27
HH01060,27.795214,85.440322,Bhaktapur,wet,4,0,1,0,AQ0387,52.63
HH01061,27.651366,85.385222,Bhaktapur,dry,6,1,0,1,AQ0400,60.85
HH01062,27.691225,85.295777,Kathmandu,dry,3,0,1,0,AQ0207,75.08
HH01063,27.606004,85.385387,Lalitpur,dry,5,1,0,0,AQ0089,64.0
HH01064,27.679446,85.210472,Kathmandu,wet,5,1,0,0,AQ0097,24.03
HH01065,27.714264,85.300468,Lalitpur,wet,7,1,1,0,AQ0398,60.05
HH01066,27.790625,85.305644,Bhaktapur,wet,5,1,1,0,AQ0216,18.85
HH01067,27.703347,85.243378,Lalitpur,wet,3,1,0,0,AQ0459,51.92
HH01068,27.763821,85.206002,Bhaktapur,dry,5,0,1,1,AQ0259,31.06
HH01069,27.709426,85.234679,Kathmandu,dry,3,0,1,0,AQ0329,66.06
HH01070,27.608157,85.370202,Bhaktapur,wet,4,0,1,1,AQ0454,29.79
HH01071,27.663002,85.408595,Lalitpur,dry,3,1,1,0,AQ0287,25.17
HH01072,27.71511,85.456933,Kathmandu,wet,5,1,0,1,AQ0375,19.33
HH01073,27.790119,85.290055,Lalitpur,dry,3,1,0,0,AQ0464,32.93
HH01074,27.771826,85.355839,Kathmandu,wet,5,1,1,0,AQ0075,38.46
HH01075,27.645671,85.443658,Kathmandu,dry,7,1,1,0,AQ0242,56.9
HH01076,27.644022,85.243431,Bhaktapur,wet,6,0,1,0,AQ0017,43.62
HH01077,27.640235,85.386588,Kathmandu,wet,3,0,1,0,AQ0177,32.98
HH01078,27.7845,85.396294,Lalitpur,wet,4,1,0,1,AQ0259,15.41
HH01079,27.770533,85.223134,Kathmandu,wet,5,1,0,1,AQ0123,24.82
HH01080,27.754977,85.423925,Kathmandu,wet,7,1,1,0,AQ0467,28.29
HH01081,27.678547,85.411407,Bhaktapur,wet,3,0,1,0,AQ0472,49.57
HH01082,27.700876,85.208685,Kathmandu,wet,6,1,1,0,AQ0311,47.66
HH01083,27.692866,85.223682,Lalitpur,dry,5,0,0,1,AQ0111,31.35
HH01084,27.65068,85.212773,Lalitpur,wet,5,1,0,0,AQ0256,31.83
HH01085,27.701006,85.287033,Lalitpur,dry,8,0,1,0,AQ0234,34.76
HH01086,27.606099,85.332415,Bhaktapur,wet,6,1,1,1,AQ0456,28.73
HH01087,27.626362,85.33841,Lalitpur,dry,7,1,0,0,AQ0497,26.15
HH01088,27.777318,85.269593,Kathmandu,dry,4,1,1,0,AQ0356,36.18
HH01089,27.750336,85.437015,Bhaktapur,wet,5,1,1,0,AQ0040,14.94
HH01090,27.684574,85.295748,Kathmandu,dry,5,0,1,0,AQ0122,9.08
HH01091,27.70343,85.211843,Lalitpur,wet,4,0,1,0,AQ0450,25.31
HH01092,27.674,85.278059,Bhaktapur,dry,5,1,0,0,AQ0215,46.97
HH01093,27.748156,85.338088,Lalitpur,dry,4,1,0,0,AQ0296,37.39
HH01094,27.756837,85.306138,Bhaktapur,wet,3,1,1,1,AQ0286,26.23
HH01095,27.752657,85.271199,Lalitpur,wet,4,0,1,1,AQ0281,41.31
HH01096,27.744522,85.234144,Bhaktapur,wet,6,1,0,0,AQ0007,30.36
HH01097,27.640901,85.412983,Bhaktapur,wet,7,1,1,0,AQ0092,21.3
HH01098,27.667594,85.458998,Kathmandu,dry,5,0,0,1,AQ0361,48.76
HH01099,27.693969,85.285681,Kathmandu,wet,5,1,1,0,AQ0434,37.74
HH01100,27.666159,85.299221,Kathmandu,wet,3,0,1,0,AQ0123,33.26
HH01101,27.750988,85.36069,Lalitpur,wet,7,1,1,0,AQ0337,40.07
HH01102,27.665871,85.386795,Kathmandu,wet,5,0,1,1,AQ0096,40.67
HH01103,27.627646,85.301928,Kathmandu,wet,6,1,1,0,AQ0001,27.33
HH01104,27.679808,85.435282,Kathmandu,dry,6,1,1,0,AQ0091,32.72
HH01105,27.795983,85.345601,Bhaktapur,wet,4,0,1,0,AQ0428,42.75
HH01106,27.645176,85.317101,Lalitpur,dry,5,0,0,1,AQ0484,38.25
HH01107,27.722432,85.368135,Kathmandu,wet,8,1,1,0,AQ0433,54.52
HH01108,27.686595,85.447729,Kathmandu,wet,3,1,1,1,AQ0007,12.23
HH01109,27.614205,85.406584,Kathmandu,dry,5,0,1,0,AQ0120,44.06
HH01110,27.697575,85.210403,Kathmandu,wet,8,1,0,1,AQ0387,49.51
HH01111,27.740433,85.286401,Kathmandu,wet,4,1,0,0,AQ0350,36.65
HH01112,27.702644,85.322342,Bhaktapur,dry,7,1,1,1,AQ0129,58.81
HH01113,27.774421,85.281775,Bhaktapur,wet,7,0,0,1,AQ0179,44.56
HH01114,27.657787,85.382049,Kathmandu,wet,6,0,1,0,AQ0098,29.42
HH01115,27.61725,85.41483,Kathmandu,dry,4,0,1,0,AQ0422,17.49
HH01116,27.787313,85.39015,Kathmandu,dry,4,0,1,0,AQ0043,41.09
HH01117,27.675639,85.457227,Kathmandu,wet,3,1,1,0,AQ0183,43.42
HH01118,27.715281,85.270862,Kathmandu,wet,6,1,1,1,AQ0185,29.53
HH01119,27.758401,85.427497,Kathmandu,wet,6,1,1,0,AQ0053,12.45
HH01120,27.664863,85.399322,Kathmandu,wet,5,1,1,0,AQ0228,30.94
HH01121,27.743233,85.294166,Lalitpur,dry,4,1,0,0,AQ0161,61.65
HH01122,27.627084,85.390872,Lalitpur,dry,3,1,1,0,AQ0235,17.62
HH01123,27.658259,85.22706,Lalitpur,dry,6,1,1,0,AQ0464,23.38
HH01124,27.628942,85.405227,Kathmandu,wet,6,0,1,1,AQ0446,28.44
HH01125,27.762246,85.338406,Bhaktapur,wet,7,1,1,0,AQ0358,32.22
HH01126,27.64453,85.275995,Bhaktapur,dry,6,1,1,0,AQ0395,49.59
HH01127,27.743481,85.370502,Kathmandu,wet,6,0,1,1,AQ0200,19.54
HH01128,27.78866,85.366821,Kathmandu,dry,6,1,0,0,AQ0436,45.45
HH01129,27.705554,85.254466,Lalitpur,dry,5,1,0,0,AQ0001,38.09
HH01130,27.708006,85.207903,Kathmandu,dry,4,1,1,0,AQ0014,43.55
HH01131,27.692207,85.312742,Kathmandu,wet,7,1,1,1,AQ0478,62.68
HH01132,27.665178,85.348073,Lalitpur,wet,5,1,0,1,AQ0213,78.0
HH01133,27.695131,85.427917,Lalitpur,dry,4,0,0,1,AQ0378,71.12
HH01134,27.720562,85.441336,Kathmandu,dry,3,1,1,0,AQ0277,61.65
HH01135,27.797198,85.337489,Lalitpur,dry,4,1,1,0,AQ0034,25.98
HH01136,27.787553,85.395989,Bhaktapur,wet,5,1,1,0,AQ0486,23.15
HH01137,27.772431,85.314219,Kathmandu,dry,4,0,1,0,AQ0474,44.6
HH01138,27.777826,85.393981,Lalitpur,dry,4,0,1,0,AQ0361,55.83
HH01139,27.69357,85.253248,Kathmandu,wet,5,1,1,0,AQ0270,30.48
HH01140,27.731489,85.296477,Kathmandu,dry,4,1,1,0,AQ0168,50.14
HH01141,27.779013,85.364899,Lalitpur,dry,6,1,1,0,AQ0378,75.45
HH01142,27.67859,85.204721,Kathmandu,wet,5,0,1,0,AQ0419,45.47
HH01143,27.792352,85.38784,Kathmandu,wet,5,1,1,0,AQ0170,16.51
HH01144,27.683157,85.417239,Kathmandu,dry,3,0,1,0,AQ0082,24.95
HH01145,27.720217,85.303777,Lalitpur,wet,4,1,1,0,AQ0404,31.67
HH01146,27.741961,85.316465,Lalitpur,dry,4,0,1,1,AQ0316,18.39
HH01147,27.790118,85.421333,Kathmandu,wet,6,1,1,0,AQ0137,30.69
HH01148,27.648923,85.40167,Lalitpur,wet,6,0,1,1,AQ0233,50.93
HH01149,27.749226,85.274919,Kathmandu,dry,4,0,1,0,AQ0115,36.4
HH01150,27.704163,85.284234,Lalitpur,dry,5,1,1,0,AQ0252,48.56
HH01151,27.653711,85.376508,Kathmandu,wet,4,1,1,0,AQ0493,53.61
HH01152,27.755321,85.346432,Lalitpur,dry,8,0,1,0,AQ0289,28.85
HH01153,27.710444,85.24218,Bhaktapur,wet,8,0,1,1,AQ0049,23.77
HH01154,27.732195,85.280582,Bhaktapur,wet,5,1,0,0,AQ0452,29.34
HH01155,27.66458,85.433996,Kathmandu,wet,5,1,0,0,AQ0004,18.78
HH01156,27.696255,85.378925,Bhaktapur,wet,6,1,1,0,AQ0379,44.68
HH01157,27.723471,85.456353,Kathmandu,dry,6,1,1,1,AQ0176,29.36
HH01158,27.680982,85.399423,Bhaktapur,dry,5,0,1,0,AQ0272,68.16
HH01159,27.639675,85.444913,Kathmandu,dry,8,1,1,0,AQ0431,88.43
HH01160,27.792328,85.256209,Kathmandu,dry,5,1,0,0,AQ0026,43.56
HH01161,27.702294,85.400586,Kathmandu,wet,5,0,1,0,AQ0070,48.67
HH01162,27.746784,85.205257,Kathmandu,dry,6,1,1,1,AQ0293,60.94
HH01163,27.682209,85.374398,Lalitpur,dry,5,0,1,0,AQ0406,30.18
HH01164,27.671026,85.322013,Bhaktapur,dry,6,1,1,0,AQ0234,30.52
HH01165,27.681433,85.290158,Lalitpur,dry,4,1,0,0,AQ0231,7.36
HH01166,27.681839,85.424225,Lalitpur,dry,4,0,1,1,AQ0263,39.02
HH01167,27.708836,85.42211,Lalitpur,wet,3,1,1,0,AQ0426,13.9
HH01168,27.708694,85.205798,Kathmandu,dry,5,1,0,1,AQ0286,36.62
HH01169,27.699431,85.358471,Kathmandu,dry,5,1,0,0,AQ0074,37.67
HH01170,27.626957,85.295636,Kathmandu,dry,8,0,1,0,AQ0121,53.67
HH01171,27.699215,85.308072,Kathmandu,wet,5,1,1,0,AQ0463,34.31
HH01172,27.633821,85.416331,Kathmandu,dry,6,1,1,0,AQ0006,47.67
HH01173,27.625227,85.280558,Kathmandu,dry,4,1,0,0,AQ0024,46.74
HH01174,27.786529,85.445193,Kathmandu,wet,6,1,1,1,AQ0194,34.99
HH01175,27.72099,85.246705,Kathmandu,dry,5,1,1,0,AQ0168,45.71
HH01176,27.731898,85.372308,Bhaktapur,wet,5,0,1,0,AQ0377,46.01
HH01177,27.680359,85.374747,Kathmandu,wet,4,1,0,0,AQ0500,20.37
HH01178,27.781796,85.265571,Lalitpur,wet,5,1,0,1,AQ0399,40.35
HH01179,27.727586,85.284435,Lalitpur,dry,5,1,1,0,AQ0437,19.43
HH01180,27.753834,85.417048,Lalitpur,wet,5,1,0,1,AQ0341,29.18
HH01181,27.673712,85.398069,Kathmandu,wet,7,1,1,1,AQ0210,87.67
HH01182,27.792002,85.285565,Kathmandu,wet,7,0,1,0,AQ0133,46.08
HH01183,27.764092,85.338829,Kathmandu,wet,8,0,0,1,AQ0345,43.33
HH01184,27.77079,85.216037,Kathmandu,wet,5,1,1,1,AQ0292,24.42
HH01185,27.634439,85.254274,Kathmandu,wet,8,1,1,1,AQ0458,20.69
HH01186,27.654193,85.326313,Lalitpur,dry,6,1,0,1,AQ0499,33.2
HH01187,27.657125,85.222353,Lalitpur,dry,4,0,1,1,AQ0174,27.54
HH01188,27.654182,85.419266,Lalitpur,wet,4,1,0,0,AQ0151,24.3
HH01189,27.771082,85.386682,Kathmandu,wet,4,1,1,0,AQ0088,70.07
HH01190,27.606377,85.445345,Kathmandu,dry,3,1,0,0,AQ0301,25.56
HH01191,27.61522,85.380301,Bhaktapur,wet,4,0,1,0,AQ0266,22.19
HH01192,27.654783,85.444504,Kathmandu,dry,3,0,0,1,AQ0310,28.97
HH01193,27.639975,85.344173,Lalitpur,dry,6,1,1,1,AQ0070,30.3
HH01194,27.646372,85.356057,Lalitpur,wet,4,1,0,1,AQ0205,34.2
HH01195,27.759589,85.454012,Kathmandu,wet,4,0,1,1,AQ0341,15.16
HH01196,27.712625,85.366954,Kathmandu,dry,6,1,1,1,AQ0032,51.97
HH01197,27.601154,85.208005,Kathmandu,wet,6,1,0,1,AQ0043,25.88
HH01198,27.685865,85.388189,Kathmandu,wet,8,0,1,0,AQ0118,66.85
HH01199,27.681577,85.435422,Kathmandu,wet,5,0,1,0,AQ0377,41.8
HH01200,27.622789,85.406851,Kathmandu,dry,5,1,0,1,AQ0015,40.24
HH01201,27.735228,85.351797,Kathmandu,dry,4,1,1,0,AQ0322,20.74
HH01202,27.740419,85.374539,Lalitpur,wet,4,0,1,0,AQ0399,41.41
HH01203,27.744179,85.45745,Bhaktapur,dry,4,0,1,0,AQ0115,33.42
HH01204,27.745694,85.223572,Kathmandu,wet,4,0,0,1,AQ0337,22.46
HH01205,27.600011,85.373484,Bhaktapur,dry,8,0,1,0,AQ0020,33.83
HH01206,27.790784,85.273683,Bhaktapur,wet,3,1,0,0,AQ0178,45.05
HH01207,27.762842,85.366424,Bhaktapur,dry,4,1,0,0,AQ0262,29.21
HH01208,27.780796,85.357982,Bhaktapur,dry,4,1,0,1,AQ0079,67.44
HH01209,27.603129,85.239899,Kathmandu,wet,6,1,0,0,AQ0381,53.99
HH01210,27.786772,85.253754,Kathmandu,wet,4,1,0,1,AQ0401,40.47
HH01211,27.761958,85.361624,Lalitpur,wet,5,1,0,0,AQ0120,42.84
HH01212,27.767444,85.23334,Lalitpur,wet,3,1,1,0,AQ0026,36.02
HH01213,27.618657,85.268947,Bhaktapur,wet,4,1,0,1,AQ0022,38.7
HH01214,27.747756,85.417164,Bhaktapur,dry,3,1,1,1,AQ0201,27.35
HH01215,27.791983,85.285044,Lalitpur,dry,5,1,1,0,AQ0064,24.16
HH01216,27.735709,85.326896,Kathmandu,wet,3,1,1,0,AQ0460,2.04
HH01217,27.714112,85.444696,Kathmandu,dry,6,1,0,0,AQ0214,68.38
HH01218,27.789126,85.259059,Kathmandu,dry,5,1,1,0,AQ0314,40.4
HH01219,27.688587,85.301303,Lalitpur,dry,6,1,0,0,AQ0471,53.96
HH01220,27.719859,85.357679,Lalitpur,wet,4,0,0,1,AQ0293,70.59
HH01221,27.695268,85.396388,Bhaktapur,wet,4,1,1,0,AQ0078,71.55
HH01222,27.786569,85.43443,Lalitpur,wet,3,1,1,0,AQ0216,28.19
HH01223,27.615217,85.438023,Bhaktapur,wet,5,0,1,0,AQ0456,39.46
HH01224,27.700224,85.401926,Lalitpur,dry,5,1,1,0,AQ0474,29.89
HH01225,27.73739,85.259366,Bhaktapur,dry,5,1,1,0,AQ0224,33.16
HH01226,27.758381,85.20645,Kathmandu,wet,6,1,1,0,AQ0377,43.24
HH01227,27.716604,85.299781,Bhaktapur,wet,6,1,0,0,AQ0028,31.16
HH01228,27.781784,85.236803,Lalitpur,dry,6,1,1,0,AQ0480,34.31
HH01229,27.788398,85.384701,Kathmandu,dry,3,0,1,0,AQ0470,19.91
HH01230,27.612864,85.371894,Kathmandu,dry,5,1,1,0,AQ0305,41.45
HH01231,27.680474,85.211433,Bhaktapur,wet,3,1,1,1,AQ0201,6.85
HH01232,27.604692,85.417514,Kathmandu,dry,5,1,1,1,AQ0067,57.15
HH01233,27.665883,85.264673,Kathmandu,dry,4,1,1,0,AQ0473,21.69
HH01234,27.707374,85.312379,Kathmandu,dry,3,0,1,0,AQ0359,31.51
HH01235,27.782159,85.373663,Lalitpur,wet,7,1,0,0,AQ0126,31.25
HH01236,27.769311,85.311649,Bhaktapur,wet,5,1,1,0,AQ0460,4.13
HH01237,27.6255,85.314735,Kathmandu,wet,4,1,1,0,AQ0349,25.89
HH01238,27.618606,85.217063,Kathmandu,dry,3,1,0,0,AQ0195,15.98
HH01239,27.717853,85.304375,Bhaktapur,dry,5,1,0,0,AQ0425,63.49
HH01240,27.706424,85.39886,Lalitpur,dry,7,1,1,0,AQ0174,20.23
HH01241,27.653276,85.437946,Bhaktapur,dry,5,0,1,1,AQ0087,56.2
HH01242,27.779891,85.307509,Kathmandu,wet,8,1,1,1,AQ0343,23.96
HH01243,27.785473,85.310132,Kathmandu,wet,3,1,1,0,AQ0311,46.69
HH01244,27.680522,85.382683,Kathmandu,wet,5,0,0,1,AQ0466,45.1
HH01245,27.778061,85.445121,Lalitpur,wet,6,0,0,1,AQ0395,44.66
HH01246,27.67679,85.269436,Kathmandu,dry,5,1,0,1,AQ0484,28.51
HH01247,27.747363,85.314437,Kathmandu,dry,3,1,0,0,AQ0154,27.94
HH01248,27.695188,85.406953,Kathmandu,wet,5,0,1,1,AQ0456,29.59
HH01249,27.624517,85.35852,Kathmandu,dry,5,0,1,1,AQ0476,36.9
HH01250,27.785587,85.228752,Bhaktapur,dry,6,0,1,0,AQ0210,86.91
HH01251,27.690819,85.363211,Kathmandu,wet,6,0,1,0,AQ0013,30.44
HH01252,27.746897,85.248554,Lalitpur,wet,6,1,0,1,AQ0164,31.81
HH01253,27.673435,85.332656,Bhaktapur,wet,5,1,0,0,AQ0490,42.86
HH01254,27.603776,85.337567,Kathmandu,wet,4,0,1,0,AQ0488,29.01
HH01255,27.620106,85.427813,Lalitpur,dry,4,1,1,0,AQ0255,8.07
HH01256,27.699244,85.320249,Bhaktapur,wet,6,0,1,0,AQ0384,20.71
HH01257,27.737993,85.272655,Bhaktapur,wet,8,1,1,0,AQ0492,20.13
HH01258,27.666947,85.260051,Kathmandu,dry,3,1,1,0,AQ0064,31.92
HH01259,27.739098,85.427305,Kathmandu,dry,5,1,1,0,AQ0307,37.06
HH01260,27.739727,85.244463,Kathmandu,wet,4,1,1,0,AQ0076,32.19
HH01261,27.740787,85.310726,Lalitpur,dry,4,0,0,1,AQ0022,50.92
HH01262,27.698504,85.248665,Lalitpur,wet,5,0,1,1,AQ0060,27.73
HH01263,27.782977,85.401059,Lalitpur,wet,5,1,0,1,AQ0386,58.75
HH01264,27.697839,85.323337,Kathmandu,dry,3,1,0,0,AQ0056,20.93
HH01265,27.690053,85.291297,Kathmandu,wet,6,0,1,0,AQ0168,51.12
HH01266,27.639876,85.293886,Lalitpur,dry,6,1,0,1,AQ0412,38.17
HH01267,27.661531,85.421576,Kathmandu,wet,8,0,1,1,AQ0205,30.27
HH01268,27.608467,85.343981,Lalitpur,wet,4,0,1,1,AQ0353,28.79
HH01269,27.726707,85.386646,Kathmandu,dry,5,1,0,0,AQ0259,31.75
HH01270,27.649707,85.43323,Kathmandu,wet,4,1,1,0,AQ0191,36.56
HH01271,27.660831,85.434453,Kathmandu,dry,4,1,0,1,AQ0482,39.49
HH01272,27.754163,85.285412,Kathmandu,dry,5,0,1,0,AQ0407,23.93
HH01273,27.665444,85.447637,Kathmandu,dry,6,1,1,0,AQ0055,50.64
HH01274,27.648439,85.206468,Kathmandu,dry,3,1,0,1,AQ0416,49.07
HH01275,27.633812,85.297977,Kathmandu,wet,8,1,1,0,AQ0340,23.7
HH01276,27.754972,85.432908,Kathmandu,dry,6,1,1,0,AQ0284,52.19
HH01277,27.625941,85.271406,Kathmandu,dry,6,1,1,0,AQ0380,27.88
HH01278,27.690751,85.271001,Lalitpur,dry,6,1,1,0,AQ0264,43.93
HH01279,27.701386,85.278682,Kathmandu,dry,4,1,1,0,AQ0259,15.31
HH01280,27.737478,85.359201,Lalitpur,dry,6,0,0,1,AQ0350,51.83
HH01281,27.726657,85.313967,Lalitpur,wet,4,0,1,0,AQ0089,43.01
HH01282,27.762144,85.388951,Lalitpur,dry,7,0,1,0,AQ0437,42.96
HH01283,27.60895,85.432677,Bhaktapur,wet,4,1,0,0,AQ0222,31.22
HH01284,27.659288,85.375292,Kathmandu,wet,4,0,1,1,AQ0413,0.0
HH01285,27.656027,85.253161,Lalitpur,dry,5,0,1,0,AQ0495,55.82
HH01286,27.629203,85.442497,Bhaktapur,wet,4,1,1,0,AQ0350,28.79
HH01287,27.657836,85.268768,Bhaktapur,wet,4,0,1,0,AQ0482,43.76
